Cache Timing Analysis
====================

Overall Statistics:
  Min access time: 108 cycles
  Max access time: 137952 cycles
  Mean access time: 356.03 cycles
  Median access time: 332.00 cycles
  Std dev of access times: 389.75 cycles

Potential cache hit/miss threshold: 105260.00 cycles
  Values below this are likely cache hits
  Values above this are likely cache misses

Statistics by Address:
Address,Mean,Median,StdDev,Min,Max
42560,345.23,324.00,91.84,180,1160
42624,344.98,328.00,73.73,300,1060
42688,357.04,336.00,89.78,284,1328
42752,341.99,328.00,64.79,272,1000
42816,347.40,316.00,112.26,248,1088
42880,369.83,328.00,489.47,156,15504
42944,344.46,324.00,84.52,224,1396
43008,348.41,328.00,75.74,300,1048
43072,354.45,320.00,483.17,288,15336
43136,350.37,328.00,94.73,268,1056
43200,336.94,316.00,82.23,260,1028
43264,346.11,324.00,83.91,300,1040
43328,356.18,336.00,86.27,180,1028
43392,346.76,328.00,79.83,208,1008
43456,342.32,324.00,80.68,172,1020
43520,371.86,340.00,539.18,308,17252
43584,342.76,324.00,88.62,292,1112
43648,346.74,328.00,78.79,300,1040
43712,342.22,316.00,97.26,288,1416
43776,347.56,324.00,93.36,292,1112
43840,373.98,340.00,454.42,280,14456
43904,343.62,328.00,67.39,272,1024
43968,339.15,316.00,90.05,284,988
44032,368.82,328.00,527.67,300,16768
44096,348.23,324.00,95.59,296,1376
44160,346.80,328.00,83.59,280,1200
44224,357.42,336.00,88.08,280,1148
44288,345.72,328.00,76.72,300,1024
44352,338.13,320.00,82.22,288,1020
44416,351.44,336.00,71.87,292,1076
44480,365.91,344.00,89.46,276,1064
44544,359.82,340.00,86.96,196,1100
44608,351.28,328.00,105.16,288,1384
44672,352.04,340.00,72.63,300,1052
44736,347.43,328.00,84.64,256,1064
44800,352.30,340.00,73.00,208,1016
44864,378.15,336.00,798.10,296,25468
44928,348.86,340.00,59.70,160,1188
44992,376.22,328.00,875.75,264,27888
45056,351.93,332.00,86.06,168,1064
45120,374.74,352.00,99.14,308,1120
45184,371.58,340.00,478.74,300,15260
45248,371.51,332.00,634.51,296,20248
45312,369.31,348.00,87.05,288,1244
45376,363.38,332.00,115.21,196,1228
45440,358.20,336.00,95.83,268,1324
45504,344.77,328.00,75.01,288,1000
45568,351.78,336.00,75.64,252,996
45632,380.81,344.00,417.80,180,13212
45696,352.33,336.00,78.39,300,1044
45760,354.25,336.00,86.00,172,1024
45824,354.10,340.00,78.22,300,1032
45888,343.72,328.00,80.95,288,1104
45952,352.26,336.00,76.57,300,1124
46016,371.29,344.00,103.84,308,1236
46080,367.50,348.00,90.80,276,1064
46144,346.78,332.00,78.66,280,1044
46208,378.88,340.00,591.68,284,18836
46272,348.59,328.00,90.74,288,1276
46336,389.80,336.00,902.05,292,21264
46400,370.03,352.00,92.43,308,1124
46464,349.24,328.00,91.63,260,1300
46528,358.16,336.00,89.99,272,1024
46592,391.44,346.00,821.82,308,26196
46656,355.81,336.00,84.67,244,1112
46720,354.50,336.00,84.06,288,1032
46784,356.14,340.00,85.45,288,1060
46848,347.65,328.00,93.68,288,1092
46912,384.05,340.00,731.98,288,23340
46976,368.08,348.00,92.63,300,1204
47040,357.93,336.00,95.62,240,1108
47104,350.70,332.00,76.72,296,1032
47168,368.40,348.00,86.98,308,1092
47232,346.42,328.00,87.51,288,1032
47296,362.95,340.00,100.93,220,1220
47360,364.73,348.00,82.85,284,1304
47424,354.75,332.00,91.42,216,1060
47488,363.33,344.00,83.62,308,1008
47552,358.99,336.00,100.24,300,1132
47616,352.21,328.00,103.19,288,1324
47680,354.29,340.00,77.86,300,1024
47744,357.60,328.00,437.27,292,13964
47808,358.84,340.00,88.80,276,1024
47872,508.14,336.00,4380.78,296,137952
47936,361.28,336.00,200.26,300,6188
48000,343.14,328.00,74.11,208,1012
48064,357.28,336.00,82.97,296,1032
48128,365.25,348.00,84.14,276,1040
48192,356.24,336.00,92.92,300,1328
48256,370.63,336.00,670.70,296,21420
48320,365.30,340.00,105.28,140,1140
48384,343.16,328.00,77.02,276,1052
48448,364.18,340.00,100.24,212,1176
48512,357.58,340.00,84.07,300,1096
48576,354.66,336.00,85.83,132,1032
48640,389.13,340.00,661.31,300,15996
48704,347.36,328.00,86.54,156,1172
48768,359.75,340.00,95.03,300,1168
48832,349.30,328.00,88.46,184,984
48896,352.32,336.00,77.95,268,1012
48960,361.85,344.00,81.47,292,1104
49024,366.54,348.00,84.70,280,1068
49088,353.55,332.00,94.18,184,1044
49152,357.18,340.00,86.45,272,1052
49216,352.73,332.00,85.62,284,1156
49280,375.51,332.00,734.97,260,23420
49344,365.91,348.00,84.38,276,1076
49408,371.24,338.00,488.79,280,15540
49472,347.24,328.00,89.94,292,1064
49536,363.53,340.00,171.29,300,4972
49600,349.01,328.00,92.79,288,1208
49664,357.52,340.00,83.45,300,1236
49728,359.30,336.00,95.11,296,1132
49792,353.27,336.00,79.11,208,1284
49856,364.66,348.00,82.08,308,1040
49920,356.82,340.00,83.73,300,1068
49984,350.36,328.00,95.47,292,1012
50048,353.47,332.00,89.56,260,1052
50112,369.27,348.00,92.31,308,1052
50176,358.70,340.00,93.49,216,1216
50240,348.44,328.00,91.56,288,1020
50304,374.01,348.00,110.12,288,1180
50368,372.41,332.00,534.25,260,16972
50432,356.25,336.00,87.72,300,1100
50496,372.96,348.00,104.98,280,1156
50560,349.41,328.00,98.35,288,1088
50624,360.68,340.00,91.77,300,1312
50688,352.81,332.00,95.20,260,1092
50752,360.96,336.00,98.60,300,1044
50816,372.16,344.00,436.28,252,14008
50880,360.54,336.00,104.36,300,1256
50944,340.02,328.00,66.74,128,1012
51008,360.57,336.00,95.13,276,1116
51072,377.86,332.00,741.68,296,23620
51136,356.11,336.00,90.81,164,1044
51200,342.03,328.00,72.83,288,964
51264,357.49,340.00,91.61,300,1248
51328,343.67,328.00,75.11,288,1036
51392,360.37,340.00,95.20,300,1032
51456,365.96,344.00,98.85,280,1252
51520,356.01,336.00,94.82,268,1108
51584,360.42,336.00,250.77,296,7784
51648,363.40,340.00,104.65,300,1132
51712,364.65,328.00,510.18,216,16240
51776,359.47,340.00,92.56,300,1120
51840,369.21,328.00,684.21,288,21820
51904,357.90,340.00,96.26,236,1316
51968,363.04,346.00,84.53,240,1112
52032,373.06,336.00,650.84,300,20776
52096,352.51,332.00,98.47,272,1524
52160,371.43,348.00,99.30,204,1348
52224,353.12,332.00,87.42,188,996
52288,361.34,340.00,98.69,300,1052
52352,369.19,348.00,90.43,308,1208
52416,357.14,332.00,101.65,180,1240
52480,347.92,328.00,93.38,212,1132
52544,373.00,340.00,397.01,292,12512
52608,362.21,344.00,82.56,276,1076
52672,353.90,336.00,85.36,176,1056
52736,348.38,328.00,93.16,260,1140
52800,377.60,336.00,534.37,300,16972
52864,342.04,328.00,74.89,288,1216
52928,360.98,340.00,98.47,300,1128
52992,352.19,336.00,88.22,296,1476
53056,355.26,336.00,84.40,300,1040
53120,344.10,328.00,84.23,272,1396
53184,355.94,336.00,87.89,288,1008
53248,365.55,348.00,86.56,180,1036
53312,351.61,332.00,85.41,264,1016
53376,369.89,336.00,574.87,288,18348
53440,380.02,336.00,759.94,284,24240
53504,370.75,332.00,657.37,144,20972
53568,366.03,348.00,84.82,276,1312
53632,349.93,328.00,97.50,232,1248
53696,357.55,336.00,93.02,264,1048
53760,366.48,344.00,94.77,292,1080
53824,357.07,336.00,93.66,276,1108
53888,352.10,336.00,87.19,268,1256
53952,353.10,336.00,76.98,300,1020
54016,346.06,328.00,91.00,264,1084
54080,361.78,340.00,99.65,300,1036
54144,367.40,344.00,93.74,132,1048
54208,356.31,336.00,97.56,288,1504
54272,354.83,332.00,101.66,264,1272
54336,371.04,348.00,93.56,308,1104
54400,359.47,328.00,458.11,164,14572
54464,362.78,340.00,114.94,280,2128
54528,392.52,348.00,796.79,192,25424
54592,348.82,332.00,80.45,264,1120
54656,377.31,340.00,689.37,300,22000
54720,346.37,328.00,87.84,288,1400
54784,354.50,336.00,87.49,160,1068
54848,360.99,344.00,78.43,236,1044
54912,355.78,340.00,81.83,268,1100
54976,354.17,332.00,97.54,276,1444
55040,356.37,340.00,88.83,172,1124
55104,350.69,328.00,103.55,264,1500
55168,353.27,336.00,79.60,280,1036
55232,364.09,344.00,88.70,284,1420
55296,375.58,348.00,111.51,192,1196
55360,369.25,332.00,716.07,260,22880
55424,349.43,336.00,64.21,268,1016
55488,352.04,328.00,100.87,256,1040
55552,351.78,332.00,93.00,200,1164
55616,414.86,348.00,1104.43,220,29100
55680,354.22,336.00,82.33,172,1068
55744,386.26,344.00,749.70,212,23928
55808,357.09,336.00,89.07,160,1020
55872,344.03,328.00,76.37,272,996
55936,377.16,340.00,725.22,268,23140
56000,353.32,328.00,109.98,256,1116
56064,355.80,340.00,83.53,272,1004
56128,354.50,332.00,97.61,256,1328
56192,358.87,336.00,91.18,292,1056
56256,346.82,328.00,86.36,264,1100
56320,353.49,336.00,87.10,268,1120
56384,365.35,344.00,88.19,296,1016
56448,356.33,336.00,84.89,272,1192
56512,349.88,332.00,82.92,156,1236
56576,353.42,340.00,75.87,204,1148
56640,347.47,328.00,88.32,264,1168
56704,355.42,336.00,82.89,300,1040
56768,469.57,328.00,3905.35,288,123880
56832,354.84,336.00,81.82,224,1112
56896,366.73,344.00,94.84,180,1048
56960,352.48,340.00,71.63,268,1092
57024,355.70,332.00,99.81,284,1380
57088,351.70,340.00,66.03,276,968
57152,344.06,328.00,85.75,196,1024
57216,355.53,336.00,86.24,172,992
57280,359.66,344.00,73.06,284,1028
57344,378.19,340.00,711.41,300,22716
57408,344.20,328.00,81.35,264,1088
57472,356.12,340.00,82.02,228,1064
57536,349.96,328.00,97.09,288,1152
57600,352.45,336.00,72.02,280,1136
57664,353.90,336.00,89.72,264,1044
57728,354.80,336.00,86.73,268,1060
57792,365.90,344.00,94.12,276,1168
57856,371.77,348.00,94.86,308,1080
57920,353.53,332.00,94.90,188,1008
57984,355.93,340.00,87.08,280,1408
58048,368.70,328.00,617.43,260,19672
58112,345.90,332.00,67.14,264,1156
58176,373.07,348.00,100.26,200,1112
58240,359.53,338.00,93.41,300,1068
58304,350.26,328.00,96.32,272,1088
58368,359.18,336.00,93.79,272,996
58432,368.14,348.00,98.01,276,1264
58496,355.84,340.00,83.81,272,1020
58560,362.38,336.00,111.79,260,1176
58624,358.18,340.00,96.20,268,1528
58688,349.06,328.00,95.64,256,1040
58752,361.54,344.00,79.87,276,1132
58816,353.12,336.00,78.51,280,1228
58880,348.14,332.00,82.43,292,1120
58944,390.51,348.00,757.87,312,24212
59008,343.57,328.00,82.63,136,1088
59072,353.62,340.00,82.94,268,1508
59136,365.20,348.00,82.95,148,1168
59200,354.86,332.00,91.48,292,996
59264,338.48,328.00,61.94,200,1060
59328,354.40,336.00,76.86,272,1216
59392,368.72,348.00,98.94,308,1120
59456,355.10,336.00,90.19,268,1372
59520,355.04,336.00,94.01,276,1428
59584,360.13,340.00,97.97,212,1148
59648,347.27,328.00,94.27,264,1192
59712,363.00,340.00,104.93,272,1100
59776,342.60,328.00,74.43,136,1000
59840,352.28,336.00,75.20,268,1040
59904,368.13,348.00,91.83,288,1152
59968,355.46,332.00,101.69,200,1348
60032,349.74,332.00,86.50,232,1132
60096,369.74,340.00,413.33,196,13116
60160,350.78,332.00,80.77,284,1012
60224,374.40,348.00,108.34,296,1056
60288,364.70,344.00,83.24,308,1040
60352,355.16,336.00,87.34,228,1040
60416,353.98,328.00,106.22,244,1048
60480,354.26,336.00,92.25,144,1428
60544,344.81,328.00,81.24,196,1036
60608,378.46,340.00,618.89,208,19724
60672,354.09,336.00,92.99,296,1276
60736,383.15,340.00,838.65,272,26728
60800,350.25,328.00,93.43,272,1116
60864,352.41,336.00,76.80,144,992
60928,371.35,344.00,106.30,244,1148
60992,354.52,336.00,86.67,300,1096
61056,352.64,336.00,87.01,264,1088
61120,355.88,340.00,83.61,176,1048
61184,346.76,328.00,90.15,260,1020
61248,356.34,340.00,75.91,300,1208
61312,368.20,344.00,101.16,288,1424
61376,351.90,336.00,80.18,216,1028
61440,348.43,328.00,105.53,288,2332
61504,348.94,336.00,67.15,300,1104
61568,341.82,328.00,75.35,264,980
61632,373.38,340.00,363.48,220,11408
61696,366.77,332.00,461.88,276,14692
61760,362.38,340.00,103.37,268,1076
61824,365.96,348.00,78.90,276,1008
61888,359.45,340.00,99.06,288,1032
61952,351.41,328.00,93.66,292,1020
62016,356.02,340.00,85.48,236,1184
62080,338.80,328.00,66.71,260,1088
62144,355.94,340.00,80.24,272,1120
62208,352.72,336.00,88.33,296,1100
62272,352.40,336.00,82.19,252,1352
62336,363.78,328.00,711.74,264,22740
62400,401.70,336.00,1476.02,300,46984
62464,365.32,348.00,79.60,308,1020
62528,350.18,332.00,87.87,196,1044
62592,353.04,336.00,88.47,264,1036
62656,361.57,336.00,99.35,268,1140
62720,353.28,332.00,94.13,268,1100
62784,387.34,348.00,654.71,240,20876
62848,353.94,336.00,88.98,300,1020
62912,366.04,344.00,97.59,304,1080
62976,357.39,336.00,91.06,300,1120
63040,346.28,328.00,89.90,288,1160
63104,357.10,340.00,84.72,300,1040
63168,346.32,328.00,91.68,268,1520
63232,357.03,336.00,88.86,300,1032
63296,350.96,332.00,85.32,296,1012
63360,371.91,336.00,533.06,300,17016
63424,346.44,328.00,83.29,288,976
63488,351.28,332.00,92.42,256,1372
63552,368.06,348.00,92.54,144,1084
63616,360.00,336.00,100.19,300,1152
63680,358.77,332.00,106.07,188,1236
63744,424.64,348.00,1859.14,308,59132
63808,352.21,332.00,89.53,248,1056
63872,372.08,336.00,620.20,192,19796
63936,365.74,328.00,620.47,268,19764
64000,350.81,336.00,77.86,300,1220
64064,364.12,344.00,86.98,308,1156
64128,352.95,336.00,80.38,188,1116
64192,353.29,336.00,88.72,260,1220
64256,352.39,340.00,71.94,300,1036
64320,350.10,328.00,98.08,192,1052
64384,360.12,336.00,95.64,208,1092
64448,366.06,344.00,89.51,308,1040
64512,369.28,352.00,91.24,304,1132
64576,351.90,332.00,91.24,296,1100
64640,360.85,340.00,95.98,300,1056
64704,364.66,328.00,482.04,212,15288
64768,370.24,332.00,603.24,292,19220
64832,370.24,348.00,96.46,192,1124
64896,369.63,348.00,91.29,308,1152
64960,349.59,332.00,80.32,248,1012
65024,346.04,328.00,84.09,288,1028
65088,356.46,340.00,88.34,268,1056
65152,350.54,332.00,83.44,268,1144
65216,366.89,348.00,91.41,208,1252
65280,367.49,348.00,95.53,308,1108
65344,375.40,336.00,535.74,276,17044
65408,349.04,328.00,92.83,260,1036
65472,377.65,340.00,501.26,300,15920
